web-scraper-order,web-scraper-start-url,review,bubble_rating
1668957315-71,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Post Covid and Golden sand is still the best place to visit for a relaxing holiday. 
From the first step into the hotel to check out time the staff were amazing with their service and making us comfortable at all times.
Special thanks to Darvin by the pool with the help of Shadhish and others for allowing us to play water sports. 
The restaurant food is great, so many positives.
Angelina was awesome with her co-staff.
Night markets still running well, plenty of options.
Ill be back again in shaa Allah.",ui_bubble_rating bubble_50
1668957315-72,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"1. staff were nice from entrance to cleaner
2. room are clean & comfortable (come with complimentary drink & variety tea, most important is got iron, toilet are clean) 
3.breakfast have variety food & delicious, 
4. pools are kids friendly (with lifeguard)",ui_bubble_rating bubble_50
1668957315-73,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"My last visit to golden sands was 7 years ago and back then I left with a happy feeling and vowed to return again. The room was great, the surrounding was awesome and the breakfast was good. This time round I can’t say the same. I regret every moment of our stay, wanting to check out on the very first day itself. 

As our family grew since 7 years ago, this time I booked the superior family combo room. Looks great on the reservation page, looks great even in our photos. But unfortunately it wasn’t that great in real life.  I was informed The family combo room are all facing  hill view aka you won’t get any sea views at all. Ours was on 1st floor so technically what we had was car park view 😂

The view isn’t the deal breaker here, it’s the room itself. It was so dark as if the lights were intentionally removed for god knows what reason. And the rooms were in a dire state! Looks like it was never refurbished since the 80s! Mildew everyone in the Batnroom , floor tiles were caked  with dust and dirt. Gives us the heebies.m

The beach was also having some construction  going on. So beach area was greatly reduced. What a trip!although I appreciate the complimentary birthday  cake and toys and snacks for the kids. Unfortunately it’s not enough to make me want to go back again. We left with a bad after taste in our mouth. Golden sands is not exactly a budget hotel. I paid rm650++ per night for the family combo room. Golden sands! You can do better!",ui_bubble_rating bubble_20
1668957315-74,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Decided to stay again at my normal resort after trying out a new one a few months ago. As always, the ever reliable Ms Kalpana assisted in my booking and introduced Ms Josephine to help... I took the seaview suite and all my requirements were as expected... Check in a was a breeze as i used the mobile app to do it upfront... The rooms were all in good condition but i think there is a little signs of aging appearing esp in the Washroom... Other than that, the rooms were all in good condition.... Their grounds as usual were in immaculate condition... At night we decided to have in room dining and we took about 4 dishes and 2 desserts... The food were all good except for their Fried rice which tasted rather bland... Breakfast the next day was good with their choices... they have a very friendly chef making the roti canai, didnt take his name but he was a very nice person... Also met up with their FOM Ms Michelle who is another nice person.. Overall i had a great stay with GSH as i have been staying with them for the last 9 years.....",ui_bubble_rating bubble_50
1668957315-75,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"I stayed with my family and friend 2 weeks ago in the property. All the staff whom i in touch were all nice and approachable. The hotel is completed with all amenities to make our stay enjoyable. It is next to beach and just across the road you have many food stalls and convenience shops for small grocery.  The indoor them park was one of our target. However it was quiet, free for 2 hours only and need a wear long sleeve and long pants for protection.  My kids didnt like the idea so we didnt use this facility. Perhaps can consider simple upgrade like lighting to cheer up the place?",ui_bubble_rating bubble_40
1668957315-76,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Booked into Shangri-La Golden Sands on 20 August for a one night stay to attend a dinner at their sister Rasa Sayang Hotel. 
Everything (room,  breakfast, facilities) were excellent but the occasion was marred by a chaotic checking in process. There was a big group checking in and they occupied all the counters and most of them had problems with their bookings.
Luckily I was approached by a Ms Michelle Oon (Front Desk manager) who assisted me to do a contactless checking in process by downloading the Shangri-La mobile app. Got my keys within 10mins.
Room was nice and clean  bed was comfortable. The beach was clean and the sunset view was beautiful. Breakfast spread was ok but the wait was a bit long mainly due to lack of staff cleaning up the tables.
Would I stay there again? Yes but not on a weekend or during school holidays 😁",ui_bubble_rating bubble_40
1668957315-77,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,The hospitality is really excellent. Staff was really wonderful. Fast response. Foods are delicious. Indoor & outdoor facilities are intact & kids really enjoyed it. We have a pleasent stay here!! Definitely out choice if we ever come here again.,ui_bubble_rating bubble_50
1668957315-78,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,Had a wonderful stay in Shangri La Golden Sands and the staff was welcoming and they also had offers if we obtained new member signups! It’s a great place for kids with the water slides and Adventure Zone and an overall fantastic experience for families. The mobile check in and check out also was very speedy and convenient,ui_bubble_rating bubble_50
1668957315-79,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"All great hotel staffs, very welcoming, approachable, and always ready to attend to your needs.  Even befriended some staffs of the Sigi's Bar&Grill.  Became a fan of this resto.. never missed a day without dining here coz of the great quality foods (esp. the soups and pastas) that are really worth the price.  The whole resort exudes good family vibes to it, where both kids and adults can almost have the entire day to enjoy the resort amenities (esp. the number of pools that the resort has).  As for the room, found it spacious and better sound-proofed from external noise which I like.  Some fixtures may already show signs of wear-and-tear, but the daily housekeeping makes the room clean, tidy, and in good condition. 

Last but not the least.. superb guest service extended by Michelle Oon.  She contacted me via whatsapp to join the circle member for hassle-free check-in/check-out process and for some extra perks.. and what a great experience it was!  Cannot thanked her enough for the offered complimentary bottle of fine wine!  Definitely worth the next visits on the near future!",ui_bubble_rating bubble_50
1668957315-80,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Property and surrounding area was good, but check room before unpack your luggage. We found water leakage from ceiling. Room was poor state. 

Breakfast and dine was very good. Kids zones and swimming area was joyful. My son completely loved that.",ui_bubble_rating bubble_30
1668957315-81,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Stayed in the hotel end of July, was a wonderful experience especially for the kids. 

Pool 4/5 star
Fantastic pool for both kids and adults, our kids enjoyed it immensely. Appreciate that there are life guards all around also to ensure safety of patrons. Only cons is the pool is slightly dirtier than expected.

Room 3.5/5 star
Rooms are roomy and beds are comfy, however it is a little dated as we can see furniture and fittings a little old. Check in was a little later but was provided a slightly later check out time which we appreciate!

F&B 4/5 star
Great selection for both breakfast and dinner spread, breakfast is a little crowded though.

*Below is a review of some facilities in their sister resort next door (Shangri-la Rasa Sayang)

CHI Spa
We visited your Excellent Chi Spa massage for my wife's birthday (She said it was the best she's ever had). Kudos on that!

Spice Cafe
We also had dinner at your Spice Cafe on the 31 July. Food was great but was spoilt when one of our guest ordered a vegetarian char kuay teoh but served with slices of squid and shrimp. It was replaced promptly but we certainly did not expect such a mistake from a resort of your standards. Steak was fantastic though.

Wildlife
While walking towards your cafe, there was a large group of monkeys in the garden, unprovoked suddenly lunge towards me while i was carrying my kid and scratch my leg. Needed to go to a clinic nearby to seek medical treatment as I was worried of getting infection/disease.",ui_bubble_rating bubble_40
1668957315-82,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"This is our second time in Golden Sand Penang. We was so super excited  to come back here again, but this time  around we had truly bad experience

1st
Check in was okay, there’s no warm welcome feeling when we arrived, no greetings from the staff at all

2nd
We requested for extra bed but the staff said have to wait until 11pm coz they mentioned no more extra bed at the moment. After we argued they sent the extra bed 20 minutes later. The guy who sent the sofa bed was so rude, few of us say thank you for sending the extra bed, but he didn’t respond at all! !!!!! 

3rd
Breakfast - we had 6 people but the old aunty staff there said no table for 6. Then I pointed nearby table which can combine for 6 person, then I asked her why can’t combine the table ? Then only she give us the table

4th
The food at breakfast was 3 star hotel standard compare those time I came here back in 2017. The nasi lemak sambal and ayam masak merah was terrible. 

I don’t think so that we will come back again unless there’s improvement. I don’t feel the staff hospitality, I’m not sure what’s wrong but management really have to look in this matter. Your staff maybe over tired? 

They only good thing is the life guard at the pool, all of them are super efficient.",ui_bubble_rating bubble_10
1668957315-83,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Amazing atmosphere and facilities! The food was amazing too! The best char kwey teow I've ever had hands down was made at the buffet station. The rooms are a little dated and nothing to write home about but the beds are super comfy and the soap/shampoo offered are really nice.

But above all, one staff member made the whole stay world class, her name is Ni Ni. She's been at the hotel for several years. She went above and beyond to help guests. She helped me and my assistant take food from the buffet as they were shutting it down. She personally helped me move my props back to my room after my performance. When I discovered I had left something at the venue the next day, she was there once more to assist me in finding it. And even after all that, she refused to be tipped. She's an absolute asset to the hotel and I hope she gets more recognition! Thank you so much Ni Ni!",ui_bubble_rating bubble_50
1668957315-84,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Golden Sands is a haven for families. They have a good selection for breakfast buffet, pool and water facilities for kids, and friendly team members. Check in is a bit slow but staff are nice. Property is well maintained.",ui_bubble_rating bubble_40
1668957315-85,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,Had a great time in Golden sand Batu Feringgi. Very clean and friendly staffs. Thumps up to the management for the great theme park arrangement for kids . The mobile check in/out was awesome and well implemented. 5 star,ui_bubble_rating bubble_50
1668957315-86,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Our family returned for another holiday at this hotel. The hotel is pretty tired but is in an awesome location: Street market, food court etc within walking distance. Staff friendly enough but not enough of them during the Xmas / new year period and service eg bar takes longer than expected. The worst part of our stay is the snail paced WiFi. Simply not good enough for working or simple Instagram browsing! NYE party was fun and we'll organized - see pics below.",ui_bubble_rating bubble_30
1668957315-87,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"-Spent most of the time at hotel, nice walk on the clean beach (stay 3D2N)  
-Food is delicious, both restaurant staff: Cafe garden & Sigi's bar & grill were attentive and helpful.
-We love our nice and spacious sea view room (and listening to sound of sea waves) Swimming pool: amazing!  its fun to watch kids play the water slides ... haha!
-Hotel Sop of ... hygiene and staysafe: Good. 
**to improve: reduce hotel check-in times  (stay: Jul2020)
(my unforgettable birthday: Thanks to all staffs of Golden Sands, Penang)",ui_bubble_rating bubble_50
1668957315-88,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Overall experience was very bad, first of all the hotel need major revamp. It’s feel like staying in very old dingy place. Only good thing is swimming pool which we hardly used. 😀😀😀😀…

The toilet spray was leaking keeping the whole bathroom damp making sure giving is feeling of marshes….

Staff behaviour was like they are overworked, there isn’t any warmth in the service. Excerpt security guards at the gate were only good people to greet with smile 😊.

When I stay away from city I expect to be place to spend all my time in hotel, which we didn’t feel like.

Breakfast selection was poor and wasn’t tasty at all. I have never seen hotel restaurant serving readymade roti-prata 😂😂😂.. which is the the last thing we want to eat when we are very lazy.",ui_bubble_rating bubble_10
1668957315-89,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Despite, a very delayed check in - our room was only ready at 4.36pm in comparison with the actual 3pm - we had a great stay, overall. Samson who handled our check in was obliging and helpful. Same goes for Ratana. The room was well kept and cosy. Ours faced the garden, with a good view of the sea, and a balcony to unwind. Breakfast spread is good ranging from local, western and middle eastern. The staff at the cafe are pleasant, friendly and helpful. The beach is less than a 5 minute walk. The garden is well kept and wonderful to unwind, read a book or just enjoy the sea. Definitely recommending Golden Sands to everyone, including those having doubts. Great place. Good food. Lovely people. Strategic location. Oh ya, and check out is hassle free. Drop your keys in the box and you are ready to leave.",ui_bubble_rating bubble_40
1668957315-90,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"We have a pleasant holiday stay from 15 Jun to 17 Jun. The manager, Michelle Oon and team assisted us on mobile check in and it saved us from long waiting time especially we are going with small children and elderly. Thumbs up for the team!! Will definitely come again.",ui_bubble_rating bubble_50
1668957315-91,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"staffs are in their excellent roles.everystaffs effecient, friendly and approach to us very fast.staff michelle from front desk especially,she attend to us and let us check in without let us wait,thats was where we have our awesome holiday.good job!",ui_bubble_rating bubble_50
1668957315-92,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"We booked 2 nights of 2 Family Combo Rooms at the beginning of Jun School Holiday.

As we were travelling with infants and young kids, room special requests were stated up front in the booking and I also made the effort to send email reminder plus a follow up phone call with the hotel 1 day prior to arrival. However upon arrival, we realized that special requests were not set up properly, e.g. no baby amenities such as bath tub and steriliser. No complimentary additional beds set up. I had to call the counter and they told me it won't be available as It was late (9pm plus) till I had to mention that I want to escalate to higher level then it was being arranged.

Check in was super slow. The Check In staff requested to view all of our passports/ IC, even for the kids. Come on, if you need such info, why not you can have the guests submit online in advance? It took 30min plus for the check in, and we arrived late at 9pm, everybody was exhausted.

The breakfast was crowded, spread was average. As we wanted to add additional heads to the breakfast, they staffs demanded to pay on the spot, did not allow to charge to the room. They kept repeating that we did not pay deposit. However no deposit was asked for during check in. Usually I have all my bills charged to the rooms and then being offset by the Shang-Ri La member points. Unable to do so for this trip.

I have been to other Shang-Ri La hotels, this is the only one does not allow charge to the room for any restaurants. 

The kids love the family combo room with Tent and Tree House. They would not want to go home. The beach is peaceful and we had relaxing times playing sands. The pools are good, but the slides are more suitable for young adults as it is 1.4m deep.

Great location and I hope they can improve their service standard to be on par with other Shang-ri La hotels.",ui_bubble_rating bubble_40
1668957315-93,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"We checked into the resort for 4d3n, anticipating a well deserving vacation for kids' summer break and hubby for doing such a wonderful job as a father.

A twist of events happened on the 1st day affected the stay experience but then Michelle Oon, the FOM stepped in promptly and salvaged the situation by all her means.

Our constructive feedback were heard and she diligently follow up with us to make sure the due diligence were done to ensure we have an enjoyable stay. 

Would I visit this resort again? Well, I would say yes only because of Michelle's professionalism and dedication in dealing with her guests. She just won herself a faithful guest after this stay regardless which hotel she serves in future!

Kudos, Michelle and keep up the great work.

About the hotel:

Location: 
Great with lots of eateries around with affordable prices 

Beach: 
Great,  clean and instagrammable 

Swimming pool: 
Superb especially for kids with the water splash facility, slides and free ice cream and clown show during the noon

Facilities: 
Average but the massage service at a hut nearby Adventure Zone (at the beach) is a must go! 
Professional and real affordable!

Cleanliness: 
Huge rooms for improvement as room cleanliness and safetiness were our greatest challenge with this resort throughout the stay. Housekeeping weren't done properly and fixture were not maintained hence please do a double check before letting young children roam around the room and bathroom.

Breakfast Spread and Taste: 
Below average compared to same resort category",ui_bubble_rating bubble_30
1668957315-94,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Great ambience with excellent facilities for families & couples. The location was great with stalls along the Batu Ferringhi street during the evening.

Upon check-in I was attended by ""Sand"" who is a pleased and friendly receptionist. She was patient & professional. During the check-in process, she also introduced me to a balcony with sea view at a nominal fee. I then agreed that I would do a room change on my last night with the hotel. She noted.

The pool facility was great and the water was warm. Service staff at the pool was excellent.

We had our breakfast the next day which was included in the room plan. The buffet spread was wide and the food selection was varied. The kitchen staff was nice to make an egg white omelette for me upon request. 

On the day of my room change, I approached the receptionist called Wani at about 1145am as I was informed by Sand that I could do the room change in the morning. Wani who was unfriendly and ""brushed"" me off by saying there was no room now for me to change. She also requested that I should wait in my current room till they called me. I found it irrationale as I needed to maximise my time spent on my last day in Penang meaningfully and not just ""wait for call"". She was definitely not helpful at all.  

I demanded to speak to a manager. And Dinny (who is the Asst Manager on duty - 17 June morning shift) was superb and excellent. She apologised for the inconvenience caused and went to check the room availability (balcony sea view). She came back in less than 10 mins to seek my patience as she managed to get a room for me in 30 mins.

Nevertheless, I truly enjoyed my stay at this hotel in Penang. And hope that more international travellers would have the opportunities to boost the tourism business in Penang.",ui_bubble_rating bubble_40
1668957315-95,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"3rd visit. There's something different about this place after 4 years of being back here.
The first two times, 2016 and 2018 were spectacular. There were way more activities and The Kid's Club was up and running then. Not this time, post-lockdown. This time, it wasn't crowded as we were there just before the mid year school holidays started. Good timing for us. 

There isn't the ice cream freezer anymore at breakfast. Breakfast spread was pretty much the same over a few days. However, quality of food is better than some 5 star hotels I've been in KL, taste wise. 

No complaints about the room (I had the Exec Seaview, King). 

The premise is kept clean and the staff were great. I could tell that there were lesser staff than before.
I would like to honor the staff members who do their best at their job including housekeeping.

Just a tad sad that we don't get that excitement to return anymore. GSR used to be known to me as committed with the kid's activities. Without the Kid's Club, it's lost its cool factor. I could be in Desaru or Langkawi. Another thing they had taken off is the free shuttle bus that used to go to Stairs Quay Mall and Gurney. 

This place was once legendary to me.
Thanks for the memories. 

Once again, thanks to all the staff members.
Keep it up.",ui_bubble_rating bubble_40
1668957315-96,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"I went there last weekend on 28-May under corporate/ company's trip. Stayed for one night but I might think twice on getting back or even recommend our management to book here again. The reason is plain simple; don't play/ mess around with men on empty stomach! I mean, come on. We have paid in advance, and you guys (hotel's management) should already knew how many people are coming. Yet, there were issues during dinner and breakfast time.

How on earth would you explain for a dinner which cost around RM200 per pax, staffs at the restaurant by the beach (I am so frustrated that I even forgot the restaurant's name, let alone your staffs') wouldn't let some us to sit and enjoy our meal? They gave unacceptable excuse: ""Sorry, the tables here were booked by bla bla bla"". I was like, WHAT? Did we not booked and even paid too??? Not until I was about to raise my voice, the leader of the staffs came to assist us.

And when I thought everything was going to get better the next morning, boy I was so wrong. And this time around, I couldn't contain myself anymore. One of your staffs kept coming and repeating the same question, ""How many person?"". I felt like he wanted us to sit only at one table when one of my staffs had told him we needed both tables. The incident was not only annoying but also insulting that I had to settle the nonsense once and for all. To my disappointment (again), the manager/ leader in charge at that time didn't even bother to come. He sent other staff to deal with us.

Aside from all those bad experience during meal time, I have to say that the check-in and check-out experience was splendid. Kudos to those who were responsible there. Smooth and easy. I wish the restaurant staffs could be more attentive to the guests just like those who work at the lobby/ counter.",ui_bubble_rating bubble_30
1668957315-97,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Pros:

1) Partial Beach View

2) Kids-friendly facilities (Mini waterpark zone, pools, near the beach for sand play or water play etc.)

3) Strong WIFI internet connection though it’s unstable. You will get disconnected from the network from periodically.

4) Wide buffet spread

5) English speaking staffs

Cons
1) Major hiccup for checking-in. 

- Requested for early check-in for room with bathtub. Upon entering room, room paid for has no bathtub. 

- We had to wait for 2 hours for the room with bathtub. Plans got disrupted as a result.

2) Staffs services not met expectations 

- Stayed for 4D3N but room was only cleaned for 1 day and that is upon our request when we saw the room service team at the corridor.

- Requested for late check-out and request was acceded till 1.30pm. However, front desk started calling from 12.45pm chasing us out of the room. Poor communication between staffs that worked the shift the night before and day shift the day after.

- During breakfast, mugs and cups are limited at the buffet area. Staffs will ask you to wait for it. 
They DO NOT replenish the buffet spread after 1000 hours (breakfast ends at 1100 hours).

3) Not Muslim-friendly.
- Does not have praying area/mosque within the resort. The nearest mosque/praying area is outside the resort but it is locked.

4) Rooms interior design looks old with broken tiles and dirty tubs",ui_bubble_rating bubble_30
1668957315-98,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,Staff are all good from arrival until we leave the place. food are fantastically prepared. rooms are excellent and we love to stay ... looking forward to have same experiences in other places here in Malaysia.,ui_bubble_rating bubble_40
1668957315-99,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Exceptional resort that one can never regret choosing them. It was a busy day with groups check in, but I was absolutely amazed with the efficiency of the staff, from concierge to front desk. It’s been a while since I stayed in a hotel with no issues at all! I just love the overall cleanliness, amazingly beautiful landscape, friendly and helpful staff. There is absolutely no words to describe my holiday here and its definitely the best place to stay when you visit Penang! It’s the most memorable stay I have ever had in Penang. Kudos to the management and staff.",ui_bubble_rating bubble_50
1668957315-100,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Since the last time we visited, the carpet has been changed. Kudos to the hotel!

The toilet in the room is still a nuisance.

I also miss the hospitality of the club room's hostess who offered us a chats of where to go and drinks upon arrival. This was a nice to have feature that will show people you care about hospitality.   

The pool, kids adventure area, buffet breakfast, bed and balcony overlooking the pool are the most awesome feature of this hotel. The toilet, not so.",ui_bubble_rating bubble_40
1668957315-101,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"I have been staying with my family in Golden Sand Penang for 3days 2nights on last labour and raya holiday May 2022. My father was lost a Navy colour jacket with an amount of cash inside the jacket pocket in your hotel room. When we reached home my father just realize that his jacket left in the room but the problem was no one from your hotel called us. We called 3 times to your hotel, front desk just told us there was no any jacket or cash at so call Lost and Found. Of course, since we didn't received any called from your hotel, we knew that the jacket has been stolen or missing. I understand I can't say this was our hotel mistake. But when I haven't think about yours hotel mistake your duty manager (woman) already remind me that was my mistake to left the jacket in the room. This sentence make me repeated thinking yes that was our mistake but did your hotel do well do excellent?
If a hotel give a 100% confidence for the customer will this case happened? I laugh. Did your hotel called us in advance or before we asked the case after we checked out? No! The duty manager (She) just told me she have thousand or million of REGULAR customers. Yes I knew, we are only one of your tiny customer, even though we came back thousand times we are still your only tiny guest. YES, Shangri-la was just treat everyone of their customers. Thank you
I was also waiting your hotel feedback, solution, call back of this case for one week. But until today no one was email to me, promise will email me a report but NO. Promise will call back me but NO.
I found that this hotel happened stolen case preciously.
DISAPPOINTED STAFF ATTITUDE",ui_bubble_rating bubble_10
1668957315-102,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"First time in Golden sands. Not what I expected from a shang ri la hotel. Service could be better. Not bad, but not a wow experience. The beach is weird, Not what i had in mind. It is beachside, but not the kind you can play in the water because it looked deep. If you want to play at the beach and seaside, you have to walk further to parkroyal area and there is more watersports and view and people there. Overall experience is okay. Room is a bit meh for the price you pay (which is quite expensive). Breakfast is boring .",ui_bubble_rating bubble_30
1668957315-103,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Ive been going to GS since I was a kid. But this time around was my first time going with with my own family. So the experience was somewhat different for me, with wife and 2 kids in tow. After 2 years of Covid lockdown, I only had this place in mind. Overall it was a pleasant stay. Even though the hotel now feels a bit dated and I suppose the pandemic left a bit of a mark on the hotel. Nonetheless I have to say that my family and I were serviced well. We had to change room upon checking in due to a mix up with the extra bed arrangements. Annoying at first but it was sorted out swiftly.  Thank you to the staff for being attentive. My one hope for GS os for her to be spruced up to her super glory days again as she is an icon of Feringghi and should never be ignored.",ui_bubble_rating bubble_40
1668957315-104,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"My family and I was looking fwd to a nice getaway after 2 hrs of lockdown and what better way than to trust Shangri-la, a brand that is synonymous with great hotel service quality, right? Wrong!!!  After 8 hrs of travelling on the road what greeted us was outdated room decor from the 90's and unappealing interior designs.  It looked like they stamped the Shangri-la logo on a 3 star hotel just to bring in the crowds.  Ordered steaks for dinner at Sigi's Bar and grill and it was inedible.  My teeth was sore the next day from all that chewing.  The famed Shangri-la breakfast spread?  Replaced with poor quality food that is a far cry from what I have experienced elsewhere in other Shangri-la's. I couldn't wait to check out and go home only to be told I had to pay an extra MYR700 because somebody charged me a lower rate during check-in.  Imagine the frustration of a bad holiday and told to pay more for the hotel.  What a scam! They must have hired fresh graduate trainees to come and help down lower down operating costs or something.  I must say we were truly fooled by the brand. If James Hilton were alive, he would have prefered to stay lost rather than discover this Shangr-la.  I have stayed in Shangri-la Taipeh, Kota Kinabalu and KL and all had that signature Shangrila quality except this hotel.  Never again!      Pls. go down the road in Batu Feringgi, better hotels there.",ui_bubble_rating bubble_10
1668957315-105,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"The drive was tiring enough due to the season period and we had to adjust ourselves in the room! Housekeeping is probably having a time of their life!! Everything was put  in place as we expected it the next day. Kudos to the team most of them are here too long I guess so they understand!! SHANGRILA were was it? A question to ask a leader, is this quality you’re accustomed to? Anyways a good and fair enough stay. Big Respects to FEEDIANA KAMAL she was so accommodating and a gem to your property!!",ui_bubble_rating bubble_40
1668957315-106,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,"Returned to this hotel after a few years as part of a holiday around Msia. As an international traveller who stayed in various hotels on this trip, i was shocked to see the beach is no more due to erosion, there is a family of monitor lizards swimming in the pool with no reaction from pool staff. A father with young child hastily left the pool utterly shocked. A lizard grazed up against me as it swam across the pool and climbed into a bed of plants n rocks. Had I a weak heart, the implications would have been not good. It is also unhygienic and diminishes the reputational value of the hotel brand especially amongst international travellers. These animals need to be safely relocated.",ui_bubble_rating bubble_20
1668957315-107,https://www.tripadvisor.com/Hotel_Review-g635527-d302164-Reviews-Shangri_La_Golden_Sands_Penang-Batu_Ferringhi_Penang_Island_Penang.html,Appreciate for the excellent services with good table arrrangement rendered by Ms. MALARVELLI and Mr. PALANI while we are making the last miniutes booking at the Garden Cafe for the family dinner with 8 adults and 4 childrens.,ui_bubble_rating bubble_50
